year_month,avg_salary,count_in_day,quarter,month,year,split,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_коммерческих_торговые_площади_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year,Краснодарский край_Индекс потребительских цен на товары и услуги,Краснодарский край_Индекс промышленного производства (по месяцам),Краснодарский край_Коэффициент ликвидации организаций (по месяцам),Краснодарский край_Коэффициент рождаемости организаций на  организаций по субъектам Российской Федерации,Краснодарский край_Оборот розничной торговли (в % к пред месяцу),Краснодарский край_Объем платных услуг населению,Краснодарский край_Численность зарегистрированных безработных (по месяцам),Краснодарский край_Cреднедушевые денежные доходы,Краснодарский край_Индекс производства продукции сельского хозяйства (поквартально),Краснодарский край_Количество организаций,Краснодарский край_Уровень безработицы (по методологии МОТ),Краснодарский край_Численность безработных (МОТ),Краснодарский край_Численность занятых (по обследованиям),Краснодарский край_Численность принятых работников (по кварталам),Краснодарский край_Численность рабочей силы,Краснодарский край_Численность требуемых работников на вакантные рабочие места,Краснодарский край__ВРП на душу населения,Краснодарский край__Численность населения на  январ,Краснодарский край_Динамика инвестиций в ОК (%),Краснодарский край_Доля инвестиций в ОК к ВРП,Краснодарский край_Индекс физического объема ВРП,Краснодарский край_Количество активных предприятий,Краснодарский край_Количество умерших предприятий,Краснодарский край_Коэффициент миграционного прироста,Краснодарский край_Коэффициент напряженности на рынке труда,Краснодарский край_Наличие основных фондов,Краснодарский край_Показатели предпринимательской активности _акти,Краснодарский край_Показатели предпринимательской активности _рос,Краснодарский край_Показатели предпринимательской активности _уга,Краснодарский край_Потребительские расходы в среднем на душу населения,Краснодарский край_Потребность в работниках,Краснодарский край_Степень износа ОФ,"Краснодарский край_Численность обучающихся (квалиф рабочие, служащие)"
2022-10,63750.0,33.166666666666664,4.0,10.0,2022.0,16.0,11.657941571466413,2364510.13714295,29720.887469941426,2435.7142179940884,47262.04240788981,1768.5273253155838,5205.2450394210855,721932353.2993094,155930647.5628228,645650161.1711413,37727995.70491118,768.418693049476,324.00103988724663,53.276945046454756,48.607438674365355,51.56606944956501,38172864.09957058,16434137.034128308,203.2954959758129,119.82986773212113,289.9785583272565,241.93829547865292,310.77561011446954,37773.2250426188,97673.2219374802,95121.05487479657,64.89510137427257,74.52544533756452,156.79376830697674,204.99651381646802,114.71246329898202,16.740608028523333,532.3203251024247,100.74101990917076,110.6848994199341,6.765339679656362,5.905821677723969,95.71292689636265,109.65805595142658,23121.98818656668,49324.42877658965,106.53892243688894,109420.75465950568,127.46442662789518,127.46442662789518,2708.343481125539,91.123146731861,2844.3786728333253,59.851986624849566,457119.0377718777,5696.205702077671,104.34415377758802,19.080944044260995,99.59361544048451,81883.18006007692,9803.378079499373,68.65037891268534,2.53179407301217,15418517.461081492,84278.56041269636,13779.76293346825,2449.935674894643,32602.641609621634,43641.89500239631,29.31806952657217,23709.8687118216
2022-11,,,4.0,11.0,2022.0,15.5,11.606116529365973,2358258.5496568056,29978.055812757564,2435.5410837928343,49643.97517838301,1872.0731551632398,5085.4693111529905,692663482.5547366,182487899.1568077,499751452.7607223,63811104.04667445,768.3153335027878,323.9653120788998,53.53032903155367,48.83233436113285,52.06555814660553,38172482.46414476,16422079.986065404,197.94266620418102,120.90910636887877,287.8815948566676,225.17619677962918,306.40426395674064,37871.04082675999,96321.30007863702,108935.04882900015,64.78391761951964,71.43855393680802,165.18012262174278,205.4122533891753,106.31693372248888,17.120551415106444,532.2161343894335,100.95354144344849,109.27791404797121,8.521377184659501,5.870364613131273,94.50708035709593,109.73974925337414,23834.440212035228,49289.204274123615,106.53522436122351,109386.35652853739,127.44396352169292,127.44396352169292,2708.343360465563,91.11685685136364,2844.378635619232,59.490734257865725,457117.7959503309,5696.199005734066,104.33612032918684,19.080784496762366,99.59351622196799,81852.65046263402,9760.476456434972,68.65037891268534,2.5317909863053925,15402887.162027325,84254.13673474203,13716.714025252237,2439.5065055823993,32602.56171759948,43641.10979315899,29.315882538273385,23709.675787562213
2022-12,,,4.0,12.0,2022.0,15.754098360655734,11.555766801294649,2586900.870630348,34781.889464617205,2435.3684900380968,55212.751752213466,1958.5141501382057,5983.006832948834,1855829916.0727875,423446518.0100983,1229696015.000808,270618691.8876398,768.2115471235893,323.9297286667493,53.67310819174703,48.71245246350242,52.80838812998658,38172101.27451848,16410157.153638847,218.1904174799104,121.7185561066281,291.5347098686433,293.07373424016504,301.9174833676106,37586.51393643631,93972.45595843188,102459.97085950583,64.67433080591138,73.39418602671473,178.15721908491452,198.28610257836468,109.73597261074524,16.541841260485757,532.1124114280892,100.94333919631408,111.62530207469877,5.352742182535813,5.718883736623832,124.83430619539313,108.16973834202969,25662.834402757646,49253.16931403793,106.53153472306649,109357.4134661638,127.42340943144495,127.42340943144495,2708.343239816009,91.11058483885056,2844.3785984071474,59.141760313628474,457116.55496715294,5696.192312363788,104.3281110033958,19.08062473266508,99.59341695138987,81821.89302229472,9716.79655243593,68.65037891268534,2.531787898551769,15387506.91834175,84229.5307824706,13652.216977657026,2428.5937712216028,32602.48188465348,43640.323022157965,29.313686689385328,23709.48306638935
2023-01,,,1.0,1.0,2023.0,16.0,27.790900856103875,2549093.2861725925,25133.641235992367,1582.1738464765854,75211.45511499932,1118.1846436028986,3117.4198523314585,181529547.69938317,16837214.064875614,201667127.565836,3420279.696302432,500.07042973879953,174.94701274010185,53.336218211292255,48.205684654083605,53.11342563485545,25533430.8606094,8794960.90803665,197.86176928372345,118.36943430667999,334.7944175178902,258.07671939517087,364.616403147105,42984.538818332585,102402.76673970114,125098.26458573804,34.97375674686697,66.89903483842168,141.4341331812962,188.7849729774028,115.11927974630012,16.293691571428198,514.8805712384886,101.18261520124126,105.4491796559918,6.004266343234082,4.139490840797799,77.47817357924778,111.31534401317323,29774.709549763724,38388.48659782359,107.20701355664472,109386.29253172713,125.55181245585041,125.55181245585041,2667.2611856595445,78.11500700961764,2806.4425127327004,64.50863820728769,456661.86893939023,5708.617600164293,105.46649458912873,19.11640080126488,100.20803968309785,79482.71210979573,9160.652495240734,75.42996207576654,2.5736183974174605,16660585.581008855,85384.43823369822,16199.782724977647,2743.983528481436,32531.70770024852,43927.88972340399,30.375451323324732,23807.59247457022
2023-02,,,1.0,2.0,2023.0,14.5,27.75677834015492,2425352.733311556,26460.055763233187,1582.041383932052,79268.00406669387,1581.8594622639166,4148.2799161382145,163072794.13766807,44591812.91669685,111244951.90646148,15915630.25549027,499.9642346358122,174.9317950863026,53.34111710427766,48.20955393613093,53.31901140933934,25533016.82831191,8790222.195192335,204.95936701392654,111.17105541233532,322.68886011417214,229.31071098034698,350.03636164331147,38084.97458750166,99485.4705650345,100781.89585060676,34.960657396693456,69.42389471946821,163.78965095108248,201.07628449577942,108.8552347784237,16.255615403383132,514.8542318669066,101.04951819063612,106.41238254389214,6.708561033511508,5.626829378155421,98.60704804839605,107.82405137667809,33480.12604718879,38361.65958135011,107.20224578291841,109366.49607700434,125.52693501591372,125.52693501591372,2667.261066440537,78.1115256908801,2806.442389995365,64.32139165420148,456660.6364831975,5708.604139116506,105.4585146690551,19.116186671591365,100.20794034517368,79426.33617352112,9101.389146138818,75.43051730998559,2.5736139351951826,16638508.7153684,85334.3465154715,16128.61314378793,2730.7357201748473,32531.601721412128,43926.82726868414,30.37386025471725,23807.20180701032
2023-03,,,1.0,3.0,2023.0,16.0,27.723377894070488,2467992.704805628,29663.42326548978,1581.909335673678,82992.00736837441,1735.8375592987234,5082.773721866428,513780005.6514416,76603960.16970547,216196489.28909767,91112348.56933711,499.85761348070633,174.9166365418008,53.30680451888071,48.205101545354616,53.38869149720225,25532603.283635005,8785530.665059492,222.09545479542282,120.04957639152786,347.46540001542735,199.6734091679673,335.0785503579945,38082.18851487023,100704.54709730305,107319.50064748737,34.947708115407266,67.71342074687581,161.38689095538552,216.97352117329064,102.83393267103406,15.42748171425193,514.8280022744954,101.13749749161646,106.13230537721373,6.763639054116251,6.761125140685219,107.32731298488787,112.77562028954405,34312.67163035771,38335.08667821213,107.19748880351618,109346.47805554801,125.50194528901207,125.50194528901207,2667.260947231825,78.10805399663039,2806.4422672646624,64.13875967567878,456659.40485649783,5708.590684065627,105.45055844585615,19.115972251435927,100.20784095530965,79369.56280524869,9041.208558606142,75.43060723939561,2.573609471463156,16616786.296267735,85288.81508396755,16025.561554101558,2717.0087648443005,32531.495820969063,43925.762703211316,30.37226260015198,23806.811554191278
2023-04,,,2.0,4.0,2023.0,15.5,80.78234227114395,2179708.097900738,29632.81053726845,1729.435634073552,88069.43469963806,1448.959102592975,4177.440485702067,363858945.3689293,100643431.8557952,291982840.0003148,12500041.673766952,508.03576994727456,163.85501491041722,53.49378416045235,48.91923851522615,53.331374472275435,25435567.13207325,8821520.170505257,167.8603037105672,123.8289639508514,355.1201757437452,166.99554960463874,319.72809453038906,43263.92690810013,104403.24784107832,111665.18128717644,46.46151657216788,66.88589277429975,134.31569839556758,203.2819367476106,107.04769553474024,16.180827728514473,514.8018817763636,101.22307444341793,114.83958512604656,7.241154263028625,6.728221887785022,98.52798367209164,108.2037072580986,34944.73251796761,41765.508180344346,106.88053071022414,107148.04164571097,127.11881125842164,127.11881125842164,2669.6389209966555,104.4755865062617,2810.5097455667797,77.11759424964548,456658.1740584545,5708.577235007654,105.44262581413427,19.115757540207113,100.20774151315763,79312.38778746301,8980.089271962408,75.43055289206677,2.5736050062206135,16595409.85566644,85242.93646102649,15920.245780684152,2702.6806728121205,32531.389998832357,43924.69602068917,30.370658318651987,23806.421715452998
2023-05,,,2.0,5.0,2023.0,16.0,79.8530596623593,2118851.1381782405,48846.19174155371,1729.2921587621158,88108.49663771802,1621.002524709628,3740.242410468327,385625934.7134704,71936936.30249582,240301117.74501443,65403619.97010254,507.902414392333,163.84812908504964,54.25173826710541,49.16930312829016,53.13572773396206,25435049.71673611,8819338.92684865,161.6836725434963,122.39903602164566,349.487555922475,135.00681570155024,303.96932808475816,43246.13001766729,99181.11505585267,103912.02382944591,46.345932751514546,66.88149429937097,130.4260314810326,184.6508560041783,114.12488528802952,16.180497242366293,514.7758696933055,101.0089970084868,106.04280783961737,6.883501585543853,5.326843859657382,103.89668020316172,112.84166121677809,31582.685068731582,41747.566145075965,106.87580900250614,107111.1980683335,127.07843069576276,127.07843069576276,2669.638861380343,104.4634379287622,2810.509721019553,77.02597901444341,456656.9440882311,5708.563791938578,105.43471666911611,19.115542537311804,100.20764201867681,79254.80684276231,8918.009150775884,75.430509468526,2.5736005394667893,16574371.193138193,85196.75884811155,15812.93351230775,2687.71117940785,32531.2842549152,43923.62721479634,30.369047368899608,23806.032290136813
2023-06,,,2.0,6.0,2023.0,15.5,78.96131392253953,2273792.9047053023,27835.819125333965,1729.14913008474,86496.85816680585,1681.4727021513293,4928.407590354096,352728855.65740913,100466950.42432326,273992424.9110581,37404394.57763653,507.76853330609663,163.84126924889014,54.96738223452776,49.78704772269871,54.05763622099735,25434532.91402421,8817177.892383812,168.82360653208133,128.02130436851294,322.21190068443934,102.53439593020748,287.78574030015864,38073.91334918485,97631.83658834528,122690.48658286234,46.23213293701014,67.70260257198579,141.3684269929878,184.1620520537677,118.95897119403742,16.1801663769394,514.7499653517415,100.62645257444484,106.21122058434516,7.2997614298429525,5.827743264605175,110.50357284592016,120.09587702695049,29391.26838016284,41729.78278908274,106.8710979486372,107073.9619014872,127.0378761182135,127.0378761182135,2669.638801769175,104.45132454263052,2810.5096964736517,76.93626936483001,456655.714944993,5708.550354854406,105.4268309066477,19.11532724215529,100.20754247182566,79196.81563279175,8854.945358134502,75.43046601378593,2.573596071200916,16553662.365381915,85150.25302298053,15703.573435507638,2672.0563768366615,32531.178589130905,43922.55627918621,30.36742970923301,23805.643277585386
2023-07,,,3.0,7.0,2023.0,16.0,38.50548494642003,2495669.2482442483,28927.645014700083,1773.4354715514637,79415.3532233124,1589.274710673704,4944.620715272316,502211066.75042754,115669757.45444502,306750340.186578,25341631.11795773,764.2617113220964,312.1160257333302,54.91700991474187,49.72786542760805,54.09320580545415,39790930.93483404,16315410.81397211,196.0352883618317,116.2296874429212,437.0491018492682,71.56849659219961,271.15991810828274,38071.18230168812,99040.38573000846,112476.46415800547,46.11017545263657,67.698981660954,153.87272213974282,207.4555106355034,118.2656611096366,16.1798351315805,514.7241680836605,100.8377231451539,106.0254893184684,6.231453522206618,6.057652648024541,115.11913067229595,112.04335569612444,34597.978579584866,50192.39040723856,103.64964401772423,108771.1494682992,127.03651465659566,127.03651465659566,2682.1759071711067,93.51837103781747,2815.8227832259254,67.11217757957169,456654.4866279064,5708.536923751137,105.41896842319001,19.11511165414125,100.2074428725626,79138.40975715367,8790.874327636213,75.43040920542262,2.5735916014222253,16533275.67622245,85103.38971376556,15592.108912998448,2655.6682235649746,32531.073001392906,43921.4832074869,30.36580529764261,23805.254677142817
2023-08,,,3.0,8.0,2023.0,16.0,38.09965610911335,2466527.362545371,33072.06908425757,1773.3400521489318,77882.31813126699,1817.2037167072065,5369.293459195138,530969587.51001984,127418178.74433155,371699581.1480736,40631202.98249436,764.1742165869482,312.0447414390328,54.95743741722789,50.12822697424206,54.1746154296921,39790615.01418731,16290230.604568476,170.36988836928268,132.5695769729925,347.1969779527252,36.91848353080872,253.47171176315544,41154.63532102995,98569.65770499359,100658.21359219842,46.054189483532326,67.69535328528026,149.0089689851097,187.63626241358463,123.42781254610321,16.179503505634813,514.6984772265628,100.90605651466412,106.41016757217925,7.5765835128686705,6.422195789668144,115.66425634876636,107.54414688912658,30216.683540409223,50129.98145034746,103.64816767290701,108733.71929984016,127.01876435797527,127.01876435797527,2682.175787347515,93.5121173261975,2815.8227340306958,66.63735729754235,456653.2591361386,5708.5234986247815,105.41112911581443,19.114895772671737,100.2073432208467,79079.58475229463,8725.77173402646,75.43036575036241,2.5735871301299493,16513203.667074205,85056.21685272385,15478.473428237812,2638.4936964789654,32530.967491614752,43920.40799330104,30.364174091767392,23804.866488154614
2023-09,,,3.0,9.0,2023.0,15.5,37.70928357326803,2238256.9043143257,36377.35579470266,1773.2449230071586,83427.2277163038,1982.2003717546634,5156.188471398037,616650262.6680121,106713071.33742654,385401421.2087975,80523337.95678866,764.0863483477592,311.9737511619245,55.12238904847725,50.11017290974043,54.116557825385435,39790299.45915267,16265345.13065401,168.11618773554022,121.41743715515396,341.7792168174378,1.0804016867255464,234.44433035768472,38065.76061154068,96175.17279738713,100527.08803455805,45.99891863444146,67.69171742185783,147.7960688492139,189.5685848040856,123.81576782848559,16.179171498446028,514.6728921234022,100.28299062967295,106.71271199544701,6.273070564753104,5.838814643788606,98.3923483603727,106.1657185894978,27086.04796281021,50068.21874245762,103.64669456077765,108695.88381309909,127.00093054910715,127.00093054910715,2682.175667534267,93.50588104824163,2815.822684838121,66.17757381921487,456652.0324688579,5708.510079471346,105.40331288219835,19.114679597147177,100.20724351663624,79020.33609036828,8659.61246240591,75.4303223046154,2.5735826573233185,16493439.10784308,85008.7050660282,15362.605562452814,2620.474941517518,32530.862059710147,43919.33063020573,30.3625360488912,23804.478709967614
2023-10,,,4.0,10.0,2023.0,16.0,13.036043067713235,2403174.4957048693,33462.889321509654,2479.3081308919345,55046.10483052635,1868.607554920908,5504.0457137080775,775369919.6545851,172047951.51891178,738960327.0571094,27701545.34862563,748.1752877948093,331.2833419238462,55.26350884548567,50.28236455513272,53.93797804784524,38435947.72173583,17331088.83208093,220.4096384488044,124.32768185349987,309.28349078295975,-21.26246064894568,142.7137630664833,38888.15789281973,99575.41001582661,101434.71130772226,69.18384756388116,73.56604461786233,165.69626002712045,221.73630025385305,118.20948157547384,16.621789628076552,545.4407924235328,100.90299048002852,112.38114016867323,5.76285803219066,5.934026151079192,96.32258511084456,111.11273341302055,25936.0062820029,51768.832506623825,107.93709346819469,107660.93595539892,123.75281356566937,123.75281356566937,2709.7455198617013,92.59598409468424,2845.2995306119115,67.02315155677557,458953.26841420616,5711.287237583626,106.1214855237034,18.9236085726469,100.15900107740725,77800.94532563546,8218.380061656408,75.43026741914218,2.5266061579161763,16707233.940152645,84033.05384554097,14371.391458941838,2530.517990267581,32746.33035427992,43111.6741672888,28.579222404581472,23856.61002106417
2023-11,,,4.0,11.0,2023.0,15.5,12.964708296649006,2396768.206878839,33713.246524123046,2479.066979841184,57709.640813561346,1977.515754348809,5376.004589134721,743620242.6152295,201189130.7519575,571116672.9455713,46468836.85848577,748.0301179637846,331.2331982382907,55.52015790677128,50.510191748816716,54.45129713068146,38435412.44881829,17314315.648175035,214.49010310319943,125.43327847935223,306.9411859037213,-44.21119180780654,132.88676762509724,38986.11809164196,98194.12001596193,116125.83457899265,69.04186625107461,70.51790454350497,174.51461130978905,222.072616435483,109.54980078328178,16.998964407737734,545.3071450502623,101.11583196054342,110.9504568438888,7.242900602926066,5.898388601075633,95.10873838373048,111.19390290812149,26706.042363235083,51721.816145357676,107.93181950103964,107608.65221761141,123.7239193811013,123.7239193811013,2709.745338658636,92.58761154712113,2845.299468542729,66.54815039135053,458951.4084820111,5711.277196701304,106.11079618064659,18.92334215571896,100.15885215116391,77754.91358640119,8160.862756463575,75.43051753137844,2.526602191501726,16681392.181729348,83996.1156061891,14281.331211802386,2512.3795694435958,32746.197356694698,43110.36114339706,28.57553573561698,23856.340260106932
2023-12,,,4.0,12.0,2023.0,16.0,12.89539682096697,2629086.781668541,39071.09051427094,2478.8265811694955,64063.347698411504,2068.310104283104,6323.199243157846,1991524763.5204558,466473570.9322403,1403233246.0250494,195366983.44673312,747.8843482081475,331.1832559830347,55.66208327232064,50.381412036264784,55.21896020618537,38434877.80104243,17297726.452447854,236.3043189135713,126.25885876974121,310.73025475662047,-96.36759056592129,122.47251786817684,38690.50474286465,95796.6505025487,109186.33717920133,68.9019217931587,72.44731695327575,188.1778663542216,214.26051553850826,113.06437110468909,16.42429457995765,545.1740974218633,101.10559157642906,113.33159630266223,4.539493494938388,5.746173727663512,125.62861427141992,109.60150687128932,28723.98939068261,51674.046089414456,107.92655752124591,107561.22699622961,123.69489575804195,123.69489575804195,2709.745157471223,92.5792627509074,2845.299406476898,66.0890969826336,458949.549804641,5711.267160275384,106.10013888838431,18.923075376910084,100.15870314669178,77708.5355709013,8102.291739039211,75.48353256033442,2.526598223742039,16655961.387070945,83956.75410770648,14182.103171253766,2493.261033344774,32746.06445742561,43109.04550581816,28.57183410480365,23856.070782667714
2024-01,,,1.0,1.0,2024.0,16.0,30.981801712207734,2590606.235258889,28201.521647989823,1610.365128635447,87108.91022999863,1180.579524803865,3293.839704662919,194722266.5325109,18533704.07316748,229796006.97778136,2446630.692604864,486.8091153045903,178.85717992045986,55.306624281723,49.852579538778144,55.52873417980726,25709102.07576175,9268515.862054974,214.1751514706726,122.77112667787607,356.7180218973627,-127.56378199328465,136.61345496994156,44243.997636665175,104387.40010955164,133266.12187860702,37.24751349373393,66.03503176978954,149.35213733033433,203.8925265999668,118.6021559164563,16.177839644081246,527.4934691756731,101.34523040248254,107.05901558719015,5.080332929042607,4.159236261196699,77.97089810566371,112.78712535089764,33291.386937204654,40267.64879709812,108.6093514088596,107623.36000942314,121.86908327446724,121.86908327446724,2668.6417784893165,79.37251051442645,2807.3510152792405,72.01295731093155,458492.4288303306,5723.722000205366,107.2553261188383,18.95844735574348,100.07962304622853,75470.14013724466,7617.182994288882,82.25255010848923,2.5683420769009526,18024614.871513285,86200.61091342405,17227.623552805493,2841.8945611122604,32674.92601923725,43392.56828473969,29.605103635117345,23954.71096948427
2024-02,,,1.0,2.0,2024.0,15.0,30.91355668030982,2464796.990266422,29657.319704041485,1610.1885119094027,91644.00813338776,1669.7189245278332,4381.935899365856,174852819.31533614,49047399.21339367,126583305.01807688,11274846.41186284,486.6763714258562,178.83435343976112,55.305656139036884,49.85190524817458,55.73451521245245,25708584.53538989,9261407.792788506,221.74262194946132,115.2922974042173,343.7050617921302,-162.08299209107358,119.1174051653894,39198.15677994161,101410.45584755176,107326.49129792133,37.22131479338693,68.52631698841111,172.9166192837666,217.06085531509768,112.1403130378983,16.13996568172891,527.4407904325092,101.21189773829515,108.03485905267056,5.66284155026726,5.653658756310843,99.23381006049507,109.24810275335615,37395.907558985986,40231.87944180015,108.60299437722452,107583.76709997754,121.83591335455161,121.83591335455161,2668.641599660806,79.36728853632015,2807.350867994438,71.73208748130223,458490.5801460414,5723.705173895633,107.2446862254068,18.9581261612332,100.07947403977875,75399.67021690143,7546.066975366581,82.25311849535501,2.5683367222342195,17991499.5730526,86135.0186963069,17152.238203677152,2822.091329668378,32674.767050982657,43390.97460265991,29.601921497902364,23954.242168412384
2024-03,,,1.0,3.0,2024.0,16.0,30.846755788140978,2508076.104668335,33212.029081862216,1610.0124475649038,95783.01473674882,1831.8050711584685,5367.728466239713,550672274.8118019,84194972.92955822,245666852.97137213,63883583.98578285,486.5430949819738,178.81161562300844,55.26407269184094,49.842652318031924,55.798255329603,25708067.60454376,9254370.49758924,240.15865152632944,124.48624955724928,369.97310002314094,-197.6477542659292,101.168031623009,39192.58463467874,102649.9838716288,114251.12580935918,37.19541623081453,66.83701338819917,170.33840094920737,234.108332669162,105.9295126129862,15.317658595314915,527.3883312476867,101.29999665548858,107.74845806582056,5.6954585811743765,6.793350168822262,108.00914123110985,114.26343043431605,38287.08953794714,40196.448904282835,108.59665173802156,107543.7310570649,121.80259371868273,121.80259371868273,2668.641420847737,79.36208099494559,2807.3507207175953,71.45813951351815,458488.7327059921,5723.688355082035,107.23407792780823,18.95780453100005,100.07932495498376,75328.70350656088,7473.850270327371,82.25320847217517,2.5683313657557867,17958915.944401603,86078.03714906945,17028.68910104889,2801.50031631532,32674.608200318053,43389.37775445067,29.598726188771845,23953.773865029536
2024-04,,,2.0,4.0,2024.0,15.5,89.79881072537275,2215061.533351108,33142.76317158557,1760.1141787647366,101470.86939927614,1528.6988782412182,4410.550607127584,389830637.1085725,110534935.67308871,331336820.7305173,8669018.399708694,494.47330813507085,167.49691983569954,55.45192624067852,50.57635777283921,55.72933262970057,25610264.55848791,9290196.341010517,181.4206074211344,128.39126123503613,378.0002196796816,-231.3566755930418,82.74748462988258,44522.35381070782,106416.89540270963,118838.87660897053,49.433819886601455,66.01926129284323,141.73139679113513,219.23054016188786,110.26205773614716,16.065573418054164,527.3360902514232,101.38568933210155,116.5861135013954,6.0823085260572505,6.760277359731279,99.15358040650999,109.62963407262328,38953.665647459515,43785.26227051651,108.2740409469655,105382.88263929868,123.36257351010595,123.36257351010595,2671.020565771455,106.15070380751403,2811.4194911335608,85.83518849929095,458486.88650892704,5723.671543759567,107.22350108551241,18.957482464156822,100.07917579175714,75257.23473432875,7400.50712635489,82.25315419315302,2.5683260074647363,17926851.28349966,86020.60617762715,16902.314588256184,2780.007765157483,32674.449467112998,43387.777730667454,29.59551762577184,23953.306058543607
